d1,d2,d3,d4
6.796190446452278,1.185957807434091,0.3020356346243662,-1.998463945272229
7.19636927141926,-0.58479035554553,0.7868879323534398,0.6172159041711222
6.3231350168638345,-0.16824523607927777,0.4110941160532091,2.596997205899313
3.893906797982438,1.3776369843848797,0.389701503667975,-1.3876886910618997
6.182644249887023,0.3594886586506071,0.7911851134047084,1.0568698646309669
5.822679678626236,-0.7025120021700343,-2.1424548733094566,-0.9911348732149041
6.019101178779727,-0.5114820716506677,-0.6116866742122757,0.7337114103209248
6.7193097780393645,-0.9739371618510296,0.3216466326215441,0.03474797744631499
5.265494709577791,0.8015708887809198,1.312190491400467,0.559883362094198
5.882950735338956,-0.8737108391192057,0.5096518257523367,-0.32946078153142794
6.833345642801827,-0.02487894280457694,1.195055222686827,1.4062260464453338
5.647092404953194,-1.5691373089454272,-0.25634268692894974,-0.9850954953108335
6.030274367039309,-0.6155240648653826,-1.5988200700425956,-1.3746807676703954
6.472317811057726,-1.561792889583217,-0.09984262091217821,1.1331523006894832
7.296505254001085,1.6786010931689987,-0.37426431343008204,-1.5056443850400432
6.242031840471809,0.2707307212072841,0.2231705430460717,-0.1207141690046758
4.773720060901457,-1.8867613405615242,-0.02554741817431324,-1.5596614497508037
5.897782727490908,-0.9894543017714643,-0.5382269002283774,0.6306837350860158
5.804053339757078,0.2105782486928194,0.7649183795418509,-1.1939417198885367
6.820389999627047,0.5730718831804501,-0.874350268800246,-0.5846532436159265
6.657448152744526,-0.2649851374538639,-0.91462480602752,-0.7775130556729878
6.387130715881568,1.0543647367932802,0.09757310703994018,1.3730355943202852
4.957460334952565,0.002599747676599599,-0.23261469486493924,-0.042287130473226665
5.03818340855177,-0.8910043711335621,1.9168580332406082,0.6938244821688685
7.749238644612098,1.809634026206223,0.9434588466016034,1.622450571090826
4.566500563607875,-1.5870032823227727,0.6648717622852292,0.9962654421077917
4.74326401216108,0.5429640317714909,-0.08931142187604443,-0.45580878955865567
4.1651356719428945,-0.4428981755132257,0.35362640495896774,0.5959310082571528
5.463337237262588,-1.0304610411138844,0.7370434489634871,0.07929008879380596
7.083434786211432,-1.737367963556246,-0.0059128542196495775,0.7033099229274269
7.111990981943621,0.8056926702115292,-0.16495021284773764,-1.0035118972366386
5.846193544002381,0.08551041887616148,-2.033504984633218,-0.06529746815006182
5.755646837973127,1.2879476026522338,1.5732902959020227,1.6844776849902696
6.13666250611206,0.2510164720214945,-1.9855666972495607,-0.8574067437246068
6.100411724389648,-0.17506386643443853,0.09801252093506371,-1.3461451956007449
6.342358577211279,1.1486356245294245,-2.9322585363594635,0.9108053848796862
4.448587908366822,-0.04667545962677401,-0.9796909339583311,-0.5116713914706388
5.884802524185165,1.7606895498960915,1.0689006789987208,1.0690383948534827
5.135788912702264,-0.3453413645529618,0.01880045963771084,-0.16184563694727624
4.412197664954362,-0.28563610081789886,-2.4479805234655596,0.6612929278792823
6.031637412975234,-0.2939046070158983,-1.0180848896368442,-1.0401186552480568
5.897891438758247,-2.0249242135123935,-0.734498785393401,0.6135896599301395
5.3880940785412585,1.2328600556108424,1.7055604998678844,-2.4514664687464722
5.810933791081507,0.5079256819647219,-1.2104719279870908,-0.2793970536497933
6.2510871652140585,0.9008127930971463,0.5473625774515577,-0.8326960131471572
6.826814276365827,0.7587804441140018,-0.4856143096495891,-0.537147587906779
5.520736128796335,0.7492158330347679,-1.3342808324997817,-1.5629014903848588
4.684744021611138,-2.11386418574284,0.5010515813730251,0.1330473205450644
5.884690382664932,0.8487358872045467,-1.4391950974071102,0.3144579210809642
3.9494779311689614,-0.5222551953386803,0.6977253183270964,0.8153206975102132
6.4397458204664995,0.3826634917835158,1.2510290629514829,0.9377742471755138
