d1,d2,d3,d4,d5
4.900710844728439,-1.3749623026626536,-0.20489109840389944,0.1922809915019431,2.8404291273700664
5.018541838910708,-1.4125732252913261,-0.5655478101265935,-0.5613512238278405,0.3655128717351334
6.979010045469872,0.3849952923279436,0.10542367614291066,0.530559367928025,0.031023259018016596
6.173941527945068,2.271320215427523,1.4200120109756162,1.099929228193453,1.0626900884904562
4.875707241497428,0.6335512858847122,-0.5113664350566529,0.4222943158256932,0.23433943419759862
3.901319086410858,-0.5007059941042871,0.13995680330250432,0.7283773113649996,1.2863318899012994
4.403339593080044,-0.20033840602018108,1.1746409582841373,0.9917391744363337,-0.632293666496109
4.0244275141787895,-0.19074028086522973,0.4061254269667814,1.9702383483123083,-0.02054355637814893
7.064119581509646,0.6744444977787805,-1.8416454355979677,-0.2922448393276767,-1.242512381975742
5.403536651117019,-0.3140739852288912,0.4763867655148883,-0.18466904799773629,0.006123237938870891
5.310612113760413,-0.8812479954659809,-0.45979130303394944,0.49962390190988215,0.1975558668996258
5.94127041117868,-0.5401114755416159,-0.6452583456954798,0.7871309986149428,0.29558906054177625
3.3392910678944823,-0.5683629523193697,1.7986697020389684,-0.3810860665070975,0.32906262958756466
4.141641021827915,1.1096408874827322,-0.13515671006335847,-0.31113912375342234,0.24921158186587733
4.664452939892119,0.38908851074414214,-0.00464410517933673,-1.864087381622495,0.14848183361945402
5.804223061527835,-1.5705125828124298,-0.7212295883807223,0.5756181953913228,1.0095301962240792
5.717390373148882,-0.4646683372383023,0.11563650021441586,0.9366530508217435,-0.6443705920026097
6.3218508494961405,-0.06358328901954603,0.39563758606321947,0.4281889047611806,-0.4730257776811059
6.407402744518463,-0.3900624680739852,-0.9104727694364743,-0.5287825760258698,0.8476331355949064
3.932600247684877,-0.625408130936889,-1.8129571902762744,0.3478360894382629,0.23568300648299456
6.845109017376981,-0.26170280608653707,1.258603712955841,0.11185821358657584,-1.6553087678623057
4.992313701118681,0.833735102927177,-0.8212469869644767,0.6761063565447023,-0.7234495861966272
4.6907774138159395,-1.8816778632792521,-0.5877502403752874,1.0714573568631711,-1.795175234746375
3.449565093658297,1.7602702694312662,-0.47033681361649093,1.6509694452030386,-0.4747647165340181
5.035741641301601,0.18453966615781514,-1.1614987455293666,0.7765924313069413,0.15383873091915995
5.092936866102108,0.585351844444745,0.7155655792352262,1.3119509502449607,0.9532092722990253
4.609672014078849,-1.847102597303801,-0.3245857778741104,-1.3688153334177635,-0.3625711464394103
6.179944291423934,0.22158803585351206,0.5280075586225103,-0.7482829952665162,-0.13086004278716284
3.3451697318925033,1.2177274435345147,1.0614441918397148,0.2253107517348953,1.2032988217301217
2.16324809834463,-1.0619309955652716,1.4551577789099648,-2.009902700376212,0.14410390228123118
6.421417423016716,0.09752865789569609,-1.0615955263158476,0.37086177763682643,-0.9231045123418002
3.7009948637589183,0.16598263160277063,2.2155396538755587,0.08832298966587576,-0.060444257681277494
6.948188197268463,0.9554681343076528,0.11532028288511802,-0.8133713308404975,-0.10261158794983107
4.780337214606539,-0.7223926563648799,-2.152580341758081,1.593622857979116,0.16648068328649743
6.346986061566742,-0.870155356184025,0.04336765375973883,0.7502522968609617,-1.2690211836930427
3.618156260121493,-1.6380550533760152,-0.25639886074495155,1.576786305144988,0.7947054886215215
3.3972170373445243,0.2759584789745027,1.2824502125885604,0.9914182164817024,0.6705840725774954
4.515054265120295,-0.32158410317626895,-0.03549933617558857,0.2263766943655329,-0.9567001064995142
6.084639837282204,-0.1769511070399389,-0.8335599430097802,-0.2220570523918504,-0.6085976051433205
4.926570098843326,-0.09212161547672502,-0.3056432165370985,-1.5105754805361933,0.501054192986353
7.076399773561073,0.6375588193879133,0.047864845097464796,0.15015451281340986,-0.8012188726352973
4.7544679027671775,1.2354641827323125,-0.6502174079134104,1.9060294374766364,1.1555308174034231
2.9575591534670687,1.5101888177969243,1.6260470357189791,-0.40295757282923594,0.5147299983760807
4.9338811510566245,-1.0874704818955079,0.6902513444130579,0.41072694364495105,-0.7397375215331955
4.919724760576568,-0.1533967772769428,0.2995879286836816,-0.19703201092279937,0.7357484413404994
4.0403951550371655,0.27628016365741215,1.0751084351402491,0.47670181302979425,-0.13438458320930943
5.296458350864278,-1.3172983102271432,0.7830588413481878,-1.309474789048128,-0.005937482578373726
6.292843160354926,-0.95080302802043,0.6922348244036672,-1.096850047975315,-0.8188997147207964
5.149783284063244,0.3314532906410283,0.8605992191037117,0.5588499552493356,-0.570585676477555
4.423083459522541,0.6407194836925111,0.2203665686008141,0.6760707839284693,-1.7542983429682335
4.325650388789235,0.15069763125776736,0.5625981908444228,-0.5291067867341503,-0.4732562669400994
3.8785068290631957,0.32384255278243473,1.2049192775445954,0.1548453546579294,-1.2270053580926361
4.8169359239870175,0.4918037316208278,-0.6609077015446091,1.3945690168672105,-2.320625717520563
3.574420635015967,0.5134069969508558,0.39968988371781966,1.8089754539468446,-0.6875456635927234
4.715219800025178,-0.9206099049595218,-2.055203271874439,0.049724403327434774,0.5684088672786284
8.062950263973336,0.38021952432963424,1.344264140218036,0.4201782297662615,0.7400604091873276
5.62565604603749,-0.47346294688055773,0.23362576613788025,-1.4018511583426736,-0.15846116434802845
4.5796031789231835,0.42466213590646895,-1.0206505084389381,-0.2807464548941658,0.8983167355285072
6.133070461981351,1.1682601827423487,1.2321612789351803,-0.7205627020127555,-0.3706487079345674
4.641510351318683,0.148120938625414,0.05250711095224152,1.6557237051428104,-1.1754003398062831
5.051317642609052,-0.4406510869077974,0.15579869929254817,-0.02511220039782524,-2.6345792820847085
5.688720587848839,-0.1559217820385989,-0.8665595600923194,-0.36049471519412857,-0.2144524368925654
6.191286258296185,-0.27546184353496245,-1.1675521047291562,0.8840893140011492,1.6092042772734556
5.838157591882811,0.603564601984764,0.6849397673510256,1.0833818144777323,0.8309420758515682
4.504636858415874,1.0453867433844228,-0.8718349068178297,0.9979627336795329,1.6263410541346384
4.085458835571227,-0.8785943357928456,-0.23441274455682795,-0.08926701806721424,-0.275384990210794
5.622233075513083,-0.053090600951835126,1.0161380437505232,-1.143021804592307,-0.7926803262094095
5.415210385216113,-0.661734826197235,0.06084457388504554,0.49349342617333086,-0.5121223745545611
1.907776088784996,0.7551001645082935,1.331414399027861,-0.3009742213947994,0.6886552709273802
6.600038356032459,1.0436923468476393,-0.45241749454674296,-0.17934554821093618,-1.2925735221514858
4.025952557942648,-0.9980547612229096,-0.046254089546793935,0.2056284733928643,-0.9311012417711932
5.021188957261446,1.8285242189832116,0.18074116523540024,0.5793451060970857,-0.5796926558797466
5.674970989977116,-0.6636456220452167,0.32408540314705214,0.4391455707913958,-0.9537010087119222
